spoid,name,type
SBC10088C,"University of Sri Jayewardenepura,PE31",Student Branch Chapter
SBC10088E,"University of Sri Jayewardenepura,SP01",Student Branch Chapter
SBA10088,"University of Sri Jayewardenepura,WIE",Affinity
SCH2518133,University of St Andrews,Academic
SCH40008557,University of St. Gallen,Academic
SCH60226500,University of St.Augustine Health Sciences,Academic
SCH2540663,University of Stavanger,Academic
SCH60045651,University of Stavanger,Academic
SCH07851,University of Strathclyde,Academic
STB07851,University of Strathclyde,Student Branch
SCH59201,University of Stuttgart,Academic
SCH2514143,University of Sulaimani,Academic
SCH45892054,University Of Sulaimani,Academic
SCH60062986,University Of Sulaimani,Academic
SCH17811,University of Sumatera Utara (USU),Academic
STB17811,University of Sumatera Utara (USU),Student Branch
SCH41363432,University of Szeged,Academic
SCH60114256,University Of Szeged,Academic
STB10047,University of Tabuk,Student Branch
SCH10047,University of Tabuk,Academic
SCH41658395,University of Tampere,Academic
STB18831,University of Tartu,Student Branch
SCH18831,University of Tartu,Academic
SCH05961,University of Tasmania,Academic
STB05961,University of Tasmania,Student Branch
1-3PBALGD,University of Tasmania,Academic
SBC05961,"University of Tasmania,IA34",Student Branch Chapter
SCH60105448,University of Tebessa,Academic
SCH60220527,University of Tech and Applied Sciences Suhar,Academic
SCH2515873,University Of Technology,Academic
SCH60028400,University of Technology,Academic
SCH60207405,University of Technology,Academic
STB60207405,University of Technology,Student Branch
SCH60208275,University of Technology & Applied Sciences-Shinas,Academic
SCH60216649,University of Technology and Applied Sci - Ibra,Academic
SCH60203937,University of Technology and Applied Sciences,Academic
SCH60209138,University of Technology and Applied Sciences,Academic
STB60203937,University of Technology and Applied Sciences,Student Branch
STB07121,University of Technology and Applied Sciences-Ibra,Student Branch
SCH07121,University of Technology and Applied Sciences-Ibra,Academic
SCH01006,University of Technology Bahrain,Academic
STB01006,University of Technology Bahrain UTB,Student Branch
1-SC9SRS,University of Technology Jamaica,Academic
SCH12551,University of Technology of Belfort-Montbeliard,Academic
SCH04821,University of Technology Sydney,Academic
STB04821,University of Technology Sydney,Student Branch
1-6C9IKY,University of Technology Sydney,Academic
1-6YWIGA0,University of Technology Sydney,Academic
SBC04821B,"University of Technology Sydney,EMB18",Student Branch Chapter
STB11141,"University of Technology, Mauritius",Student Branch
SCH11141,"University of Technology, Mauritius",Academic
SCH60207865,University of Technology-Nowshera,Academic
STB60207865,University of Technology-Nowshera,Student Branch
SBC16351A,"University of Technology-Sydney,IA34",Student Branch Chapter
SBC04821A,"University of Technology-Sydney,SMC28",Student Branch Chapter
SCH2508013,University of Tehran,Academic
SCH60226148,University of Telecommunications and Post,Academic
HKN045,"University of Tennessee Knoxville, Beta Phi",Affinity
HKN130,"University of Tennessee State, Zeta Kappa",Affinity
A3324,University of Tennessee-Chattanooga,Academic
STB50041,University of Tennessee-Chattanooga,Student Branch
SBC50041,"University of Tennessee-Chattanooga,C16",Student Branch Chapter
A12612,University of Tennessee-Knoxville,Academic
A11025,University of Texas - Tyler,Academic
STB35391,University of Texas - Tyler,Student Branch
STB14821,University of Texas at Dallas,Student Branch
A1358,University of Texas at Dallas,Academic
SBC14821E,"University of Texas at Dallas,AP03/MTT17",Student Branch Chapter
SBC148211,"University of Texas at Dallas,C16",Student Branch Chapter
SBC14821A,"University of Texas at Dallas,EMB18",Student Branch Chapter
SBC14821D,"University of Texas at Dallas,PE31",Student Branch Chapter
SBC14821C,"University of Texas at Dallas,SSC37",Student Branch Chapter
SCH60213545,University of Texas at Tyler-Houston,Academic
1-4WQFL2W,University of Texas Health Science Center,Academic
A4290,University of Texas Rio Grande Valley,Academic
STB65321,University of Texas Rio Grande Valley,Student Branch
1-2W0CN8N,University of Texas Rio Grande Valley UTGRV,Academic
1-UMLAYS,University of Texas Southwestern Medical Center,Academic
HKN202,"University of Texas- Dallas, Kappa Kappa",Affinity
A16561,University of Texas-Arlington,Academic
STB03841,University of Texas-Arlington,Student Branch
HKN108,"University of Texas-Arlington, Epsilon Mu",Affinity
SBC03841,"University of Texas-Arlington,C16",Student Branch Chapter
SBC03841B,"University of Texas-Arlington,GRS29",Student Branch Chapter
SBC03841A,"University of Texas-Arlington,IA34",Student Branch Chapter
SBC03841C,"University of Texas-Arlington,PE31",Student Branch Chapter
STB01971,University of Texas-Austin,Student Branch
A9017,University of Texas-Austin,Academic
HKN023,"University of Texas-Austin, Psi",Affinity
SBC01971,"University of Texas-Austin,C16",Student Branch Chapter
SBC0197A,"University of Texas-Austin,COM19",Student Branch Chapter
SBC0197C,"University of Texas-Austin,PE31",Student Branch Chapter
SBC0197B,"University of Texas-Austin,RA24",Student Branch Chapter
A11639,University of Texas-El Paso,Academic
STB01981,University of Texas-El Paso,Student Branch
SBC019811,"University of Texas-El Paso, C16",Student Branch Chapter
SBC01981A,"University of Texas-El Paso, RA24",Student Branch Chapter
HKN124,"University of Texas-El Paso, Zeta Delta",Affinity
SBA01981,"University of Texas-El Paso,WIE",Affinity
A78,University of Texas-Pan American,Academic
STB60301,University of Texas-Pan American,Student Branch
STB17961,University of Tezla,Student Branch
STB63831,University of the Aegean,Student Branch
SCH63831,University of the Aegean,Academic
1-2V6RBSF,University of the Aegean,Academic
SCH60097902,University of the Andes,Academic
SCH60020953,University of the Azores,Academic
SCH40009453,University of the Basque Country,Academic
SCH60112661,University of the Cumberlands,Academic
STB86152,University of the District of Columbia,Student Branch
A12385,University of the District of Columbia,Academic
HKN187,"University of the District of Columbia,Iota Tau",Affinity
SCH60209101,University of the East,Academic
SCH60105308,University of the Faroe Islands,Academic
SCH2533133,University of the Federal Armed Forces in Munich,Academic
A4612,University of the Fraser Valley,Academic
SCH45895092,University of the Free State,Academic
STB05711,University of the Pacific,Student Branch
A7367,University of the Pacific,Academic
SBC05711,"University of the Pacific,C16",Student Branch Chapter
HKN168,"University of the Pacific,Theta Omega",Affinity
SCH60209185,University of the Pacific-Sacramento,Academic
1-3OJOTN9,University of the People,Academic
STB02621,University of the Philippines,Student Branch
SCH02621,University of the Philippines - Diliman,Academic
SCH60216628,University of the Potomac,Academic
SCH60216627,University of the Potomac-Falls Church,Academic
SCH15148,University of the Punjab,Academic
STB15148,University of the Punjab,Student Branch
SBA15148,"University of the Punjab, WIE",Affinity
SBC15158,"University of the Punjab,IA34",Student Branch Chapter
SCH40212613,University of the Republic,Academic
1-23ZVA55,University of the Sciences,Academic
A20407,University of The South Pacific,Academic
SCH15124,University of the South Pacific,Academic
STB15124,University of the South Pacific,Student Branch
1-5ZQKIG,University of the South Pacific,Academic
SBC15124,"University of the South Pacific,IA34",Student Branch Chapter
SCH60047496,University of the Sunshine Coast,Academic
SCH40201208,University of the Thai Chamber of Commerce,Academic
SCH41420692,University of the Virgin Islands,Academic
SCH2528163,University of the West Indies-Cave Hill,Academic
SCH11423,University of the Western Cape,Academic
STB11423,University of the Western Cape,Student Branch
SCH40284333,University of Thessaloniki,Academic
SBC66241B,"University of Thessaly, Lamia, EMB18",Student Branch Chapter
SCH60163305,University of Thessaly-Gaiopolis,Academic
STB66241,University of Thessaly-Lamia,Student Branch
SCH66241,University of Thessaly-Lamia,Academic
SBC66241A,"University of Thessaly-Lamia, C16",Student Branch Chapter
SBA66241,"University of Thessaly-Lamia, WIE",Affinity
SCH64371,University of Thessaly-Volos,Academic
STB64371,University of Thessaly-Volos,Student Branch
SBC64371A,"University of Thessaly-Volos, PE31",Student Branch Chapter
SBC64371,"University of Thessaly-Volos,CAS04",Student Branch Chapter
SBA64371,"University of Thessaly-Volos,WIE",Affinity
SCH40009775,University of Tizi Ouzou,Academic
STB02011,University of Toledo,Student Branch
A14824,University of Toledo,Academic
HKN099,"University of Toledo, Epsilon Gamma",Affinity
STB02021,University of Toronto,Student Branch
A16304,University of Toronto,Academic
1-725OEQX,University of Toronto Mississauga,Academic
SBA02021,"University of Toronto, WIE",Affinity
SBC02021,"University of Toronto,AP03",Student Branch Chapter
SCH37051,University of Tras-os-Montes and Alto Douro,Academic
SCH2581113,University of Trier,Academic
SCH04131,University of Trieste,Academic
STB04131,University of Trieste,Student Branch
SCH60026124,University of Trinidad and Tobago,Academic
SCH99069,University of Tripoli,Academic
STB99069,University of Tripoli,Student Branch
SBC99069A,"University of Tripoli,C16",Student Branch Chapter
SBC99069,"University of Tripoli,COM19",Student Branch Chapter
SBC99069C,"University of Tripoli,EMB18",Student Branch Chapter
SBC99069B,"University of Tripoli,RA24",Student Branch Chapter
SCH60095232,University of Tromso,Academic
SCH2512983,University of Tsukuba,Academic
SCH2581353,University Of Tubingen,Academic
A1962,University of Tulsa,Academic
STB02051,University of Tulsa,Student Branch
HKN133,"University of Tulsa,Zeta Nu",Affinity
SCH60110417,University of Tunis El Manar,Academic
STB13151,University of Turkish Aeronautical Association,Student Branch
SCH13151,University of Turkish Aeronautical Association,Academic
SCH2533053,University of Turku,Academic
SCH17961,University of Tuzla,Academic
SCH08041,University of Twente,Academic
STB08041,University of Twente,Student Branch
SBC08041,"University of Twente,PHO36",Student Branch Chapter
SCH2515923,University of Udine,Academic
SCH60109554,University of Ulsan,Academic
HKN066,"University of Utah, Gamma Sigma",Affinity
STB05741,University of Uyo,Student Branch
SCH05741,University of Uyo,Academic
SCH41658396,University of Vaasa,Academic
SCH60032624,University of Vale do Itajai,Academic
SCH10167,University of Vavuniya,Academic
STB10167,University of Vavuniya,Student Branch
SBC10167,"University of Vavuniya,C16",Student Branch Chapter
SBA10167,"University of Vavuniya,WIE",Affinity
SCH40281078,University of Veliko Tarnovo,Academic
SCH41638971,University of Venda,Academic
STB02161,University of Vermont,Student Branch
A12200,University of Vermont,Academic
SCH61591,University of Verona,Academic
STB61591,University of Verona,Student Branch
STB98681,University of Victoria,Student Branch
A43591,University of Victoria,Academic
SBC98681,"University of Victoria,IE13",Student Branch Chapter
SCH2510963,University of Vienna,Academic
STB02201,University of Virginia,Student Branch
A11522,University of Virginia,Academic
HKN064,"University of Virginia, Gamma Pi",Affinity
SBC02201A,"University of Virginia,MTT17",Student Branch Chapter
SBC02201,"University of Virginia,PHO36",Student Branch Chapter
SBC02201B,"University of Virginia,SP01",Student Branch Chapter
SBC02201C,"University of Virginia,SSC37",Student Branch Chapter
SCH11372,University of Vocational Technology,Academic
STB11372,University of Vocational Technology,Student Branch
SCH22175976,University of Waikato,Academic
SCH11530,University of Warsaw,Academic
STB11530,University of Warsaw,Student Branch
SBC11530,"University of Warsaw,PHO36",Student Branch Chapter
1-624Q5M,University of Washington - Tacoma,Academic
A6965,University of Washington Bothell,Academic
STB09921,University of Washington Bothell,Student Branch
1-1DEBHQX,University of Washington Tacoma,Academic
STB13781,University of Washington Tacoma,Student Branch
SBC13781A,"University of Washington Tacoma,AES10",Student Branch Chapter
SBC13781B,"University of Washington Tacoma,COM19",Student Branch Chapter
HKN268,"University of Washington Tacoma,Nu Delta",Affinity
SBC13781,"University of Washington Tacoma,PE31",Student Branch Chapter
HKN188,"University of Washington, Iota Upsilon",Affinity
STB02241,University of Washington-Seattle,Student Branch
A14074,University of Washington-Seattle,Academic
SBA02241,"University of Washington-Seattle, WIE",Affinity
SBC02241,"University of Washington-Seattle,C16",Student Branch Chapter
SBC0224A,"University of Washington-Seattle,PE31",Student Branch Chapter
STB03501,University of Waterloo,Student Branch
A14590,University of Waterloo,Academic
1-6YWIG91,University of Waterloo,Academic
SBC03501A,"University of Waterloo, AES10",Student Branch Chapter
SBC03501,"University of Waterloo, C16/COM19/CS23/IT12",Student Branch Chapter
SBC03501B,"University of Waterloo, EP21",Student Branch Chapter
SBC03501E,"University of Waterloo,AP03",Student Branch Chapter
SBC03501F,"University of Waterloo,EMC27",Student Branch Chapter
SBC03501D,"University of Waterloo,MTT17",Student Branch Chapter
SBC03501C,"University of Waterloo,SSC37",Student Branch Chapter
STB08201,University of West Attica,Student Branch
SCH08201,University of West Attica,Academic
SBC08201B,"University of West Attica,C16",Student Branch Chapter
SBC08201A,"University of West Attica,EMB18",Student Branch Chapter
