issue,unit_spoid,unit_name,unit_type,unit_status,related_spoid,related_name,related_type,related_status
parent does not list unit as child,CH08887,"Russia Sc Jt Ch,AP/MTT/CS/OE/SEN/RFID/CEDA/SYS",Joint Chapter,Active,IE013,IEEE Industrial Electronics Society,Society,Active
parent does not list unit as child,CH08887,"Russia Sc Jt Ch,AP/MTT/CS/OE/SEN/RFID/CEDA/SYS",Joint Chapter,Active,RL007,IEEE Reliability Society,Society,Active
parent does not list unit as child,CH08887,"Russia Sc Jt Ch,AP/MTT/CS/OE/SEN/RFID/CEDA/SYS",Joint Chapter,Active,PE031,IEEE Power & Energy Society,Society,Active
parent does not list unit as child,CH08887,"Russia Sc Jt Ch,AP/MTT/CS/OE/SEN/RFID/CEDA/SYS",Joint Chapter,Active,AES010,IEEE Aerospace and Electronic Systems Society,Society,Active
parent does not list unit as child,CH08887,"Russia Sc Jt Ch,AP/MTT/CS/OE/SEN/RFID/CEDA/SYS",Joint Chapter,Active,SP001,IEEE Signal Processing Society,Society,Active
parent does not list unit as child,CH08887,"Russia Sc Jt Ch,AP/MTT/CS/OE/SEN/RFID/CEDA/SYS",Joint Chapter,Active,VT006,IEEE Vehicular Technology Society,Society,Active
parent does not list unit as child,CH08887,"Russia Sc Jt Ch,AP/MTT/CS/OE/SEN/RFID/CEDA/SYS",Joint Chapter,Active,EMB018,IEEE Engineering Medicine and Biology Society,Society,Active
parent does not list unit as child,CH08887,"Russia Sc Jt Ch,AP/MTT/CS/OE/SEN/RFID/CEDA/SYS",Joint Chapter,Active,PHO036,IEEE Photonics Society,Society,Active
parent does not list unit as child,CH08887,"Russia Sc Jt Ch,AP/MTT/CS/OE/SEN/RFID/CEDA/SYS",Joint Chapter,Active,CS023,IEEE Control Systems Society,Society,Active
parent does not list unit as child,CH08887,"Russia Sc Jt Ch,AP/MTT/CS/OE/SEN/RFID/CEDA/SYS",Joint Chapter,Active,RA024,IEEE Robotics and Automation Society,Society,Active
parent does not list unit as child,CH08887,"Russia Sc Jt Ch,AP/MTT/CS/OE/SEN/RFID/CEDA/SYS",Joint Chapter,Active,SMC028,"IEEE Systems, Man, and Cybernetics Society",Society,Active
parent does not list unit as child,CH08289,"Russia Sect,IE13/PE31/PEL35/IA34",Joint Chapter,Active,IA034,IEEE Industry Applications Society,Society,Active
parent does not list unit as child,CH08289,"Russia Sect,IE13/PE31/PEL35/IA34",Joint Chapter,Active,PE031,IEEE Power & Energy Society,Society,Active
parent does not list unit as child,CH08717,"Russia Section Chapter, C16",Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,CH08129,"Russia Section Jt Chapter,TEM14,GRS29,ITSS38",Joint Chapter,Active,R80059,Russia Section,Section,Active
parent does not list unit as child,CH08810,"Russia(Siberia) Section Jt Ch, PE31/IE13/IA34/CS23",Joint Chapter,Active,IA034,IEEE Industry Applications Society,Society,Active
parent does not list unit as child,CH08810,"Russia(Siberia) Section Jt Ch, PE31/IE13/IA34/CS23",Joint Chapter,Active,PE031,IEEE Power & Energy Society,Society,Active
parent does not list unit as child,CH08810,"Russia(Siberia) Section Jt Ch, PE31/IE13/IA34/CS23",Joint Chapter,Active,CS023,IEEE Control Systems Society,Society,Active
parent does not list unit as child,CH08480,"Russia-Siberia Section Chapter, EMB18",Chapter,Active,EMB018,IEEE Engineering Medicine and Biology Society,Society,Active
parent does not list unit as child,SBC01681A,"Rutgers University,AP03",Student Branch Chapter,Active,AP003,IEEE Antennas and Propagation Society,Society,Active
parent does not list unit as child,SCH55201,RVR & JC College of Engineering,Academic,Active,R00149,Hyderabad Section,Section,Active
parent does not list unit as child,SBC55201B,"RVR & JC College of Engineering,C16",Student Branch Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,SBC55201D,"RVR & JC College of Engineering,CIS11",Student Branch Chapter,Active,CIS011,IEEE Computational Intelligence Society,Society,Active
parent does not list unit as child,SBC55201,"RVR & JC College of Engineering,IE13",Student Branch Chapter,Active,IE013,IEEE Industrial Electronics Society,Society,Active
parent does not list unit as child,SBC55201C,"RVR & JC College of Engineering,PE31",Student Branch Chapter,Active,PE031,IEEE Power & Energy Society,Society,Active
parent does not list unit as child,SBA55201,"RVR & JC College of Engineering,WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SIGHT211,Rwanda Subsection SIGHT,Affinity,Active,C-SIGHTSC,IEEE SIGHT Steering Committee,Committee,Active
parent does not list unit as child,SCH02661,RWTH Aachen University,Academic,Active,R80017,Germany Section,Section,Active
parent does not list unit as child,SBC05661A,"S A Engineering College, PHO36",Student Branch Chapter,Active,PHO036,IEEE Photonics Society,Society,Active
parent does not list unit as child,SBC05661,"S A Engineering College,C16",Student Branch Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,SBC05661B,"S A Engineering College,RA24",Student Branch Chapter,Active,RA024,IEEE Robotics and Automation Society,Society,Active
parent does not list unit as child,SCH63611,S K P Engineering College,Academic,Active,R00133,Madras Section,Section,Active
parent does not list unit as child,STB05661,S. A. Engineering College,Student Branch,Active,R00133,Madras Section,Section,Active
parent does not list unit as child,SCH05661,S. A. Engineering College,Academic,Active,R00133,Madras Section,Section,Active
parent does not list unit as child,SBA05661,"S. A. Engineering College, WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SBC05661C,"S. A. Engineering College,AP03",Student Branch Chapter,Active,AP003,IEEE Antennas and Propagation Society,Society,Active
parent does not list unit as child,SBC05661D,"S. A. Engineering College,CAS04",Student Branch Chapter,Active,CAS004,IEEE Circuits and Systems Society,Society,Active
parent does not list unit as child,SBC05661E,"S. A. Engineering College,E25",Student Branch Chapter,Active,E025,IEEE Education Society,Society,Active
parent does not list unit as child,SBC05661H,"S. A. Engineering College,SMC28",Student Branch Chapter,Active,SMC028,"IEEE Systems, Man, and Cybernetics Society",Society,Active
parent does not list unit as child,STB14211,S. B. Jain Institute of Tech Nagpur,Student Branch,Active,R00174,Maharashtra Section,Section,Active
parent does not list unit as child,SCH14211,S. B. Jain Institute of Tech Nagpur,Academic,Active,R00174,Maharashtra Section,Section,Active
parent does not list unit as child,SBC14211B,"S. B. Jain Institute of Tech Nagpur,C16",Student Branch Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,SBC14211C,"S. B. Jain Institute of Tech Nagpur,PE31",Student Branch Chapter,Active,PE031,IEEE Power & Energy Society,Society,Active
parent does not list unit as child,SBC15150C,"Sabaragamuwa University of Sri Lanka,C16",Student Branch Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,SBC15150CA,"Sabaragamuwa University of Sri Lanka,GRS29",Student Branch Chapter,Active,GRS029,IEEE Geoscience and Remote Sensing Society,Society,Active
parent does not list unit as child,SBA15150,"Sabaragamuwa University of Sri Lanka,WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,YP60035A,"Sacramento Valley Section Affinity Group,YP",Affinity,Active,CMA9100,IEEE Young Professionals Committee,Committee,Active
parent does not list unit as child,CH06056,"Sacramento Valley Section Chap,C16",Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,CH06299,"Sacramento Valley Section Chapter, PE31",Chapter,Active,PE031,IEEE Power & Energy Society,Society,Active
parent does not list unit as child,SBC07981,"Sagar Institute of Science & Technology,CIS11",Student Branch Chapter,Active,CIS011,IEEE Computational Intelligence Society,Society,Active
parent does not list unit as child,SBC20201A,"Saginaw Valley State Univ, IA34",Student Branch Chapter,Active,IA034,IEEE Industry Applications Society,Society,Active
parent does not list unit as child,SBA65601S,Sahrdaya College of Eng and Tech-Thrissur SB SIGHT,Affinity,Active,C-SIGHTSC,IEEE SIGHT Steering Committee,Committee,Active
parent does not list unit as child,SBC65601D,"Sahrdaya College of Engg & Tech - Thrissur,C16",Student Branch Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,SBC65601K,"Sahrdaya College of Engg & Tech - Thrissur,CAS04",Student Branch Chapter,Active,CAS004,IEEE Circuits and Systems Society,Society,Active
parent does not list unit as child,SBC65601J,"Sahrdaya College of Engg & Tech - Thrissur,E25",Student Branch Chapter,Active,E025,IEEE Education Society,Society,Active
parent does not list unit as child,SBC65601C,"Sahrdaya College of Engg & Tech - Thrissur,IE13",Student Branch Chapter,Active,IE013,IEEE Industrial Electronics Society,Society,Active
parent does not list unit as child,SBC65601E,"Sahrdaya College of Engg & Tech - Thrissur,PE31",Student Branch Chapter,Active,PE031,IEEE Power & Energy Society,Society,Active
parent does not list unit as child,SBC65601G,"Sahrdaya College of Engg & Tech - Thrissur,PHO36",Student Branch Chapter,Active,PHO036,IEEE Photonics Society,Society,Active
parent does not list unit as child,SBC65601L,"Sahrdaya College of Engg & Tech - Thrissur,RA24",Student Branch Chapter,Active,RA024,IEEE Robotics and Automation Society,Society,Active
parent does not list unit as child,SBC65601H,"Sahrdaya College of Engg & Tech - Thrissur,SP01",Student Branch Chapter,Active,SP001,IEEE Signal Processing Society,Society,Active
parent does not list unit as child,SBA65601,"Sahrdaya College Of Engg & Tech - Thrissur,WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SBC65601I,"Sahrdaya College of Engg & Tech- Thrissur,CS23",Student Branch Chapter,Active,CS023,IEEE Control Systems Society,Society,Active
parent does not list unit as child,SBC65601F,"Sahrdaya College of Engin & Tech - Thrissur,IA34",Student Branch Chapter,Active,IA034,IEEE Industry Applications Society,Society,Active
parent does not list unit as child,SBC65601A,"Sahrdaya College Of Engineering & Tech, EMB18",Student Branch Chapter,Active,EMB018,IEEE Engineering Medicine and Biology Society,Society,Active
parent does not list unit as child,SCH12251,Sahyadri College of Engg and Management,Academic,Active,R00119,Bangalore Section,Section,Active
parent does not list unit as child,SBC12251B,"Sahyadri College of Engg and Management,C16",Student Branch Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,SBC12251C,"Sahyadri College of Engg and Management,CIS11",Student Branch Chapter,Active,CIS011,IEEE Computational Intelligence Society,Society,Active
parent does not list unit as child,SBC12251A,"Sahyadri College of Engg and Management,COM19",Student Branch Chapter,Active,COM019,IEEE Communications Society,Society,Active
parent does not list unit as child,SBA12251,"Sahyadri College of Engg and Management,WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SBA12251,"Sahyadri College of Engg and Management,WIE",Affinity,Active,CMC4000,IEEE Women In Engineering,Committee,Active
parent does not list unit as child,SCH11371,Sai Vidya Institute of Technology,Academic,Active,R00119,Bangalore Section,Section,Active
parent does not list unit as child,SBC11371L,"Sai Vidya Institute of Technology,AES10",Student Branch Chapter,Active,AES010,IEEE Aerospace and Electronic Systems Society,Society,Active
parent does not list unit as child,SBC11371E,"Sai Vidya Institute of Technology,AP03",Student Branch Chapter,Active,AP003,IEEE Antennas and Propagation Society,Society,Active
parent does not list unit as child,SBC11371O,"Sai Vidya Institute of Technology,CAS04",Student Branch Chapter,Active,CAS004,IEEE Circuits and Systems Society,Society,Active
parent does not list unit as child,SBC11371C,"Sai Vidya Institute of Technology,CIS11/C16",Student Branch Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,SBC11371C,"Sai Vidya Institute of Technology,CIS11/C16",Student Branch Chapter,Active,CIS011,IEEE Computational Intelligence Society,Society,Active
parent does not list unit as child,SBC11371I,"Sai Vidya Institute of Technology,COM19",Student Branch Chapter,Active,COM019,IEEE Communications Society,Society,Active
parent does not list unit as child,SBC11371J,"Sai Vidya Institute of Technology,E25",Student Branch Chapter,Active,E025,IEEE Education Society,Society,Active
parent does not list unit as child,SBC11371,"Sai Vidya Institute of Technology,EMB18",Student Branch Chapter,Active,EMB018,IEEE Engineering Medicine and Biology Society,Society,Active
parent does not list unit as child,SBC11371D,"Sai Vidya Institute of Technology,MTT17",Student Branch Chapter,Active,MTT017,IEEE Microwave Theory and Technology Society,Society,Active
parent does not list unit as child,SBC11371B,"Sai Vidya Institute of Technology,PE31",Student Branch Chapter,Active,PE031,IEEE Power & Energy Society,Society,Active
parent does not list unit as child,SBC11371A,"Sai Vidya Institute of Technology,PHO36",Student Branch Chapter,Active,PHO036,IEEE Photonics Society,Society,Active
parent does not list unit as child,SBC11371F,"Sai Vidya Institute of Technology,RA24",Student Branch Chapter,Active,RA024,IEEE Robotics and Automation Society,Society,Active
parent does not list unit as child,SBC11371H,"Sai Vidya Institute of Technology,SP01",Student Branch Chapter,Active,SP001,IEEE Signal Processing Society,Society,Active
parent does not list unit as child,SBC11371M,"Sai Vidya Institute of Technology,TEM14",Student Branch Chapter,Active,TEM014,IEEE Technology and Engineering Management Society,Society,Active
parent does not list unit as child,SBA11371,"Sai Vidya Institute of Technology,WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SBA11371,"Sai Vidya Institute of Technology,WIE",Affinity,Active,CMC4000,IEEE Women In Engineering,Committee,Active
parent does not list unit as child,STB63401,Saint Joseph Engineering College-Mangalore,Student Branch,Active,R00119,Bangalore Section,Section,Active
